3133,1843,0,3133,1843,0
3128.78,1796.11,0,3133,1806.2,0
3130.46,1756.08,0,3133,1769.4,0
3137.56,1727.4,0,3133,1732.6,0
3132.7,1686.62,0,3133,1695.8,0
3131.13,1644.95,0,3133,1659,0
3129.98,1613.25,0,3133,1622.2,0
3136.54,1572.81,0,3133,1585.4,0
3135.89,1541.49,0,3133,1548.6,0
3134.99,1500.88,0,3133,1511.8,0
3137.03,1467.16,0,3133,1475,0
3133.33,1427.38,0,3133,1438.2,0
3134.85,1394.31,0,3133,1401.4,0
3133.45,1355.53,0,3133,1364.6,0
3131.92,1314.44,0,3133,1327.8,0
3132.43,1277.29,0,3133,1291,0
3138.12,1238.41,0,3133,1254.2,0
3135.93,1208.06,0,3133,1217.4,0
3133.22,1172.11,0,3133,1180.6,0
3131.57,1131.99,0,3133,1143.8,0
3130.26,1097.21,0,3133,1107,0
3132.89,1061.02,0,3133,1070.2,0
3137.51,1021.67,0,3133,1033.4,0
3131.37,986.115,0,3133,996.6,0
3137.07,952.568,0,3133,959.8,0
3133.92,916.493,0,3133,923,0
3136.6,881.107,0,3133,886.2,0
3135.62,836.539,0,3133,849.4,0
3134.19,803.792,0,3133,812.6,0
3136.79,771.858,0,3133,775.8,0
3128.87,720.407,0,3133,739,0
3138.66,693.483,0,3133,702.2,0
3133.9,662.493,0,3133,665.4,0
3135.18,619.011,0,3133,628.6,0
3132.49,584.427,0,3133,591.8,0
3129.38,541.872,0,3133,555,0
3089.59,539.082,0,3096.2,555,0
3055.84,536.837,0,3059.4,555,0
3020.55,534.108,0,3022.6,555,0
2985.16,531.909,0,2985.8,555,0
2946.1,528.906,0,2949,555,0
2906.31,526.596,0,2912.2,555,0
2865.09,523.637,0,2875.4,555,0
2834.8,521.791,0,2838.6,555,0
2798.76,518.597,0,2801.8,555,0
2759.68,516.653,0,2765,555,0
2724.91,513.53,0,2728.2,555,0
2686.18,510.727,0,2691.4,555,0
2650.74,508.369,0,2654.6,555,0
2610.34,506.224,0,2617.8,555,0
2580.88,503.109,0,2581,555,0
2537.87,500.592,0,2544.2,555,0
2499.07,498.238,0,2507.4,555,0
2472.76,495.757,0,2470.6,555,0
2428.23,493.258,0,2433.8,555,0
2394.32,490.744,0,2397,555,0
2357.69,488.313,0,2360.2,555,0
2319.27,485.421,0,2323.4,555,0
2281.81,482.702,0,2286.6,555,0
2243.78,480.218,0,2249.8,555,0
2203.24,477.987,0,2213,555,0
2179.06,475.363,0,2176.2,555,0
2140.77,472.661,0,2139.4,555,0
2101.87,470.167,0,2102.6,555,0
2068.49,467.093,0,2065.8,555,0
2029.65,465.084,0,2029,555,0
1991.05,461.907,0,1992.2,555,0
1962.81,459.952,0,1955.4,555,0
1917.36,457.362,0,1918.6,555,0
1879.48,454.457,0,1881.8,555,0
1846.79,451.674,0,1845,555,0
1804.25,449.442,0,1808.2,555,0
1762.02,446.893,0,1771.4,555,0
1740.51,444.056,0,1734.6,555,0
1696.3,441.59,0,1697.8,555,0
1659.96,439.47,0,1661,555,0
1623.62,436.474,0,1624.2,555,0
1587.61,433.779,0,1587.4,555,0
1549.71,431.488,0,1550.6,555,0
1516.3,428.805,0,1513.8,555,0
1479.14,426.43,0,1477,555,0
1441.51,423.951,0,1440.2,555,0
1399.64,421.297,0,1403.4,555,0
1366.4,418.41,0,1366.6,555,0
1333.41,415.992,0,1329.8,555,0
1293.59,413.636,0,1293,555,0
1258.89,411.287,0,1256.2,555,0
1224.17,408.269,0,1219.4,555,0
1186.14,405.722,0,1182.6,555,0
1147.85,403.423,0,1145.8,555,0
1106.37,400.65,0,1109,555,0
1070.94,398.026,0,1072.2,555,0
1035.41,395.617,0,1035.4,555,0
